Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
142,Esmaeil Gholizadeh,ir IRN,FW,Esteghlal,19,2006,16,5,604,6.7,1,0,1,1,0,0,1,0,0.15,0,0.15,0.15,0.15,Matches
143,Mohammad Ghoreishi,ir IRN,DF,Foolad,30,1995,21,21,"1,890",21,1,0,1,1,0,0,1,0,0.05,0,0.05,0.05,0.05,Matches
144,Ahmad Gohari,ir IRN,GK,Paykan,29,1996,10,10,900,10,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
145,Mehdi Goodarzi,ir IRN,MF,Kheybar,21,2003,21,19,"1,662",18.5,0,1,1,0,0,0,5,0,0,0.05,0.05,0,0.05,Matches
146,Bahram Goudarzi,,DF,Aluminium Arak,20,2004,19,19,"1,561",17.3,1,1,2,1,0,0,4,0,0.06,0.06,0.12,0.06,0.12,Matches
147,Hossein Goudarzi,,DF,Esteghlal,24,2001,17,13,"1,229",13.7,1,0,1,1,0,0,1,0,0.07,0,0.07,0.07,0.07,Matches
148,Giorgi Gwelesiani,ge GEO,DF,Sepahan,34,1991,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
149,Abbas Habibi,ir IRN,FW,Malavan,19,2006,14,9,813,9,0,1,1,0,0,0,0,0,0,0.11,0.11,0,0.11,Matches
150,Hadi Habibinejad,ir IRN,MF,Chadormalu SC,29,1995,17,11,"1,090",12.1,6,4,10,3,3,3,3,0,0.5,0.33,0.83,0.25,0.58,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Munir El Haddadi,ma MAR,"FW,MF",Esteghlal,29,1995,18,16,"1,385",15.4,3,3,6,3,0,0,2,0,0.19,0.19,0.39,0.19,0.39,Matches
152,Ehsan Hadian,,MF,Paykan,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
153,Mojtaba Haghdoust,ir IRN,MF,Fajr Sepasi,29,1996,12,3,365,4.1,0,1,1,0,0,0,0,0,0,0.25,0.25,0,0.25,Matches
